"id","wid_15","wid_in_13","eq2_15","eqd1a_15","eqd2_15","eqd3_15","eqd4_15","eqd5_15","eqd6_15","eqd7_15","eqd8_15","eqd9_15","eqd10_15","eqd11_15","eqd12_15","eqd13_15","eqd14_15","eqe1_15","eqe2_15","eqe3_15","eqe4_15","eqe5_15","eqe6_15","eqe7_15","eqe8_15","eqe8a_15","eqe9_15","eqe9a_15","eqe10_15","eqe10a_15","eqe11_15","eqe12_15","eqe13_15","eqf1a_15","eqf1b_15","eqf1c_15","eqf2_15","eqf3_15","eqf4_15","eqg1a_15","eqg1b_15","eqg2a_15","eqg2b_15","eqg3a1_15","eqg3a2_15","eqg3b1_15","eqg3b2_15","eqg3c1_15","eqg3c2_15","eqg4_15","eqg5a_15","eqg5b_15","eqg6_15","eqg7_15","eqg8_15","eqg9a_15","eqg9b_15","eqg9c_15","eqg9d_15","eqg9e_15","eqg9f_15","eqg9g_15","eqg9h_15","eqg9i_15","eqg10a_15","eqg10b_15","eqg11_15","eqg12_15","eqg13_15","eqg14_15","eqh1_15","eqh2_15","eqi1_15","eqi2_15","eqi3_15","eqi4_15","eqi5_15","eqi6_15","eqi7_15","eqi8_15","eqj1a_15","eqj1ba_15","eqj1bb_15","eqj1bc_15","eqj1bd_15","eqj1be_15","eqj1bf_15","eqj1bg_15","eqk1a_15","eqk1b_15","eqk1c_15","eqk1d_15","eqk1f_15","eqk1e_15","eqk2a_15","eqk2b_15","eqk2c_15","eqk2d_15","eqk2e_15","eqk2f_15"
659,2,9,"HCMC",9,"Production Worker","Other","Male",1980,"Yes","No",2013,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,6,"Manufacturing and Construction",3,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Manufacturing and Construction",4,"Not sufficient","Other","Time rate","Cash",4,8,"Month",2700,"Month",2400,,,"No","Same",,,,"No","No","No","No","No","No","No","No","No","No","No","Yes","I prefer to save up myself","No","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Most important","Second most important","Third most important",,,,"No","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",28,15,2000,
715,2,2,"HCMC",2,"Production Worker","Relative of owner, but not living in the same HH","Male",1975,"Yes","Yes",2006,"Yes",,"Yes","Married",3,"Hoa","Technical level without certificate",,,2,"Manufacturing and Construction",2,"Services",1,2,0,,1,2,"No","No",,"Production Worker","Private firm","Agriculture",10,"More than sufficient","Better working condition","Time rate","Cash",6,8,"Month",4500,"Month",3000,"Month",4000,"Yes","Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Not necessary at moment","Yes","Yes","Yes","Relative working in firm","None of the above","Yes",2010,"Yes",20,"Secures that employer pays social benifits","No","No",,"Yes",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",76,17,1996,2001
715,3,3,"HCMC",3,"Office Worker","Relative of owner, but not living in the same HH","Female",1960,"Yes","Yes",2004,"Yes",,"Yes","Married",5,"Kinh","High school",,,5,"Manufacturing and Construction",3,"Services",1,2,0,,1,2,"No","No",,"Office Worker","Private firm","Services",20,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",5000,"Month",3000,"Month",4000,"No","Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Not necessary at moment","Yes","Yes","Yes","Relative working in firm","None of the above","Yes",2010,"Yes",20,"Secures that employer pays social benifits","No","No",,"Yes",,,"Second most important","Third most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",110,30,1980,2009
715,1,1,"HCMC",1,"Professional Worker","Other","Female",1984,"Yes","Yes",2010,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2006,6,"Manufacturing and Construction",3,"Services",1,2,0,,1,2,"No","No",,"Professional Worker (Requires Uni Degree)","Private firm","Services",3,"More than sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",6500,"Month",4000,"Month",5000,"No","Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Not necessary at moment","Yes","Yes","No","Through employment agency","Interview","Yes",2010,"Yes",30,"Secures that employer pays social benifits","No","No",,"Yes",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,13,2000,
715,4,4,"HCMC",4,"Manager","Owner","Male",1948,"Yes","Yes",2004,"Yes",,"Yes","Married",3,"Hoa","High school",,,5,"Manufacturing and Construction",3,"Services",1,2,0,,1,2,"No","No",,"Manager","Private firm","Agriculture",28,"Sufficient","Other","Time rate","Cash",6,8,"Month",2000,"Month",1000,"Month",1500,"No","Same","Yes",,,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","No","Job advertisement","None of the above","No",,,,,,"No",,"Yes",,"Most important",,,"Second most important","Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",120,67,,2008
715,5,5,"HCMC",5,"Production Worker","Other","Male",1992,"Yes","Yes",2012,"Yes",,"Yes","Not married",2,"Kinh","High school",,,3,"Manufacturing and Construction",2,"Services",1,2,0,,1,2,"No","No",,"Did not work",,,3,,,"Time rate","Cash",6,8,"Month",3800,"Month",3200,"Month",3200,"Yes","Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Not necessary at moment","Yes","Yes","Yes","Relative working in firm","None of the above","Yes",2013,"Yes",20,"More safety at workplace","No","No",,"Yes","Most important","Second most important",,,"Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","No","Unsettled house and other",96,20,1988,2010
754,1,9,"HCMC",9,"Office Worker","Other","Female",1949,"Yes","Yes",1982,"Yes",,"Yes","Not married",0,"Hoa","College",5134,1982,4,"Services",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",12,"Sufficient","Closer to home","Time rate","Cash",6,7,"Month",6652,"Month",5150,,,"Yes","Higher","Yes","Yes",470,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","Yes",,,"Owner, who is a relative","Interview","Yes",1988,"Yes",10,"Secures that employer pays social benifits","No","No",,"Yes","Most important",,"Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",36,8,2007,
754,2,9,"HCMC",9,"Office Worker","Other","Female",1982,"Yes","Yes",2008,"Yes",,"Yes","Not married",0,"Kinh","University and higher",5234,2012,3,"Services",2,"Services",0,,0,,0,,"Don't know","No",,"Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",4,"Sufficient","Better use of skills/experience","Time rate","Cash",6,7,"Month",6063,"Month",2500,,,"Yes","Higher","Yes","Yes",470,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","Yes",,,"Owner, who is a friend","Interview","Yes",2008,"Yes",10,"Secures that employer pays social benifits","No","No",,"Yes","Most important",,"Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,10,2005,2012
754,4,9,"HCMC",9,"Production Worker","Member of Owners HH","Male",1956,"Yes","Yes",2004,"Yes",,"No","Married",2,"Kinh","Secondary school",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",15,"Sufficient","Better working condition",,,6,8,,,,,,,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","Yes","Yes","Yes",,"None of the above","Yes",2004,"Yes",10,"Secures that employer pays social benifits","No","No",,"Yes","Most important",,"Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",60,5,2010,
754,3,9,"HCMC",9,"Professional Worker","Other","Male",1967,"Yes","Yes",1986,"Yes",,"No","Married",3,"Kinh","Secondary school",,,2,"Services",1,"Services",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",1,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",6203,"Month",1500,,,"Yes","Higher","Yes","Yes",470,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","Yes",,,"Relative working in firm","None of the above","Yes",1990,"Yes",10,"Secures that employer pays social benifits","No","No",,"Yes","Most important",,"Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","No","semi-permanent house",30,5,2010,
830,1,1,"Long An",1,"Production Worker","Member of Owners HH","Male",1980,"Yes","No",2000,"Yes",,"Yes","Not married",0,"Kinh","Secondary school",,,2,"Manufacturing and Construction",1,"Services",0,,0,,0,,"Don't know","No",,"Did not work",,,15,,,,,7,6,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","Procedures too complicated","No","No",,,"None of the above",,,,,,,,,"No","Third most important",,"Most important","Second most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",60,35,1980,2000
840,1,1,"Long An",1,"Production Worker","Other","Male",1970,"Yes","No",2003,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,2,"Agriculture",1,"Agriculture",1,10,0,,1,10,"No","Yes","Yes","Production Worker","Private firm","Manufacturing and Construction",7,"More than sufficient","Better salary","Piece rate","Cash",6,7,"Month",3000,"Week",1000,,,"No","Same","No","Yes",300,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Other","Yes","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Most important",,,"Second most important","Third most important",,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",80,10,2005,2012
1051,1,1,"Hai Phong",1,"Production Worker","Member of Owners HH","Male",1984,"Yes","No",2007,"Yes",,"Yes","Married",2,"Kinh","High school",,,3,"Services",3,"Agriculture",0,,1,5,1,1,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Other",,,6,8,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No",,,,"None of the above",,,,,,,,,"No","Most important",,"Third most important","Second most important",,,,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",120,12,2003,
1051,2,2,"Hai Phong",2,"Production Worker","Member of Owners HH","Female",1989,"Yes","No",2010,"Yes",,"Yes","Married",1,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",0,,1,5,1,2,"No","No",,"Production Worker","Private firm","Services",1,"Sufficient","Other",,,6,8,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No",,,,"None of the above",,,,,,,,,"No","Most important",,"Second most important","Third most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",85,15,2000,
1066,2,2,"Hai Phong",2,"Production Worker","Relative of owner, but not living in the same HH","Male",1981,"Yes","No",2005,"Yes",,"Yes","Married",2,"Kinh","High school",,,6,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","No",,"Did not work",,,10,,,"Time rate","Cash",6,8,"Month",4800,"Month",2200,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"No","Second most important",,"Most important","Third most important",,,,"No","Yes","No","No","No","Yes","No","Pemanent non-contained house",60,12,,2013
1066,4,4,"Hai Phong",4,"Production Worker","Other","Male",1977,"Yes","No",2002,"Yes",,"Yes","Married",3,"Kinh","High school",,,3,"Services",3,"Services",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",1,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",4900,"Month",3000,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No",,,"Other","None of the above",,,,,,,,,"No","Most important",,"Third most important","Second most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",65,9,2004,2012
1066,1,1,"Hai Phong",1,"Production Worker","Relative of owner, but not living in the same HH","Female",1977,"Yes","No",2002,"Yes",,"Yes","Married",1,"Kinh","High school",,,6,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","No",,"Service Worker","Private firm","Manufacturing and Construction",4,"Sufficient","Other","Time rate","Cash",6,8,"Month",5000,"Month",2000,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"No","Most important",,"Third most important","Second most important",,,,"Yes","Yes","Yes","No","Yes","Yes","Yes","Permanent self-contained house",70,12,2003,2012
1066,3,3,"Hai Phong",3,"Production Worker","Other","Male",1983,"Yes","No",2006,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",5000,"Month",2500,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No",,,"Relative working in firm","None of the above",,,,,,,,,"No","Second most important",,"Most important","Third most important",,,,"No","Yes","No","No","No","No","No","Pemanent non-contained house",80,10,2003,2012
1087,2,9,"Hai Phong",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1986,"Yes","No",2014,"Yes",,"Yes","Married",1,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",1,7,0,,1,6,"No","No",,"Did not work",,,1,,,"Time rate","Cash",6,8,"Month",4500,"Month",3800,,,"No","Higher","Yes","Yes",300,"No","No","No","No","No","No","Yes","No","No","No","No","No","I prefer to save up myself","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"Yes","Second most important",,"Most important","Third most important",,,,"No","Yes","No","No","No","Yes","Yes","Permanent self-contained house",65,20,1995,
1087,3,3,"Hai Phong",3,"Production Worker","Other","Male",1986,"Yes","Yes",2010,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,3,"Agriculture",3,"Agriculture",0,,0,,1,90,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",1,"Sufficient","Other","Time rate","Cash",6,8,"Month",5000,"Month",4200,,,"No","Higher","Yes","Yes",300,"No","No","No","No","No","No","Yes","No","No","No","No","No","I prefer to save up myself","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"Yes","Most important",,"Third most important","Second most important",,,,"No","Yes","Yes","No","No","Yes","No","Pemanent non-contained house",70,12,2003,
1087,1,1,"Hai Phong",1,"Professional Worker","Member of Owners HH","Female",1981,"Yes","Yes",2006,"Yes",,"Yes","Married",1,"Kinh","College",5146,2006,8,"Manufacturing and Construction",6,"Manufacturing and Construction",0,,0,,0,,"Don't know","Yes","Yes","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",3,"Sufficient","Better working condition",,,6,8,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No",,,,"None of the above",,,,,,,,,"No","Most important",,"Second most important","Third most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,30,2000,2009
1249,1,1,"HCMC",1,"Production Worker","Relative of owner, but not living in the same HH","Male",1983,"Yes","No",2009,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",3,"Sufficient","Better working condition","Time rate","Cash",6.5,8,"Month",4000,"Month",2300,"Month",4000,"No","Same",,,,"No","No","No","No","No","No","No","No","No","No","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Second most important","Most important",,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",120,10,2005,
1280,1,1,"HCMC",1,"Manager","Member of Owners HH","Female",1958,"Yes","No",1988,"Yes",,"Yes","Married",3,"Kinh","Technical level without certificate",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,27,,,,,6,8,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Yes","I prefer to save up myself","No","No",,,"None of the above","No",,,,,,"No",,"No",,"Third most important","Most important","Second most important",,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",65,28,1987,2000
1280,2,2,"HCMC",2,"Professional Worker","Member of Owners HH","Male",1969,"Yes","No",1998,"Yes",,"Yes","Married",2,"Kinh","Primary school",,,2,"Manufacturing and Construction",2,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,17,,,,,6,8,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Yes","I prefer to save up myself","No","No",,,"None of the above","No",,,,,,"No",,"No",,"Third most important","Most important","Second most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","Unsettled house and other",35,28,1987,2000
1280,3,3,"HCMC",3,"Production Worker","Member of Owners HH","Male",1973,"Yes","No",1998,"Yes",,"Yes","Married",2,"Kinh","Primary school",,,2,"Manufacturing and Construction",2,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,17,,,,,6,8,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","Other","No","No",,,"None of the above","No",,,,,,"No",,"No",,"Third most important","Most important","Second most important",,,,"Yes","Yes","Yes","No","No","Yes","No","Unsettled house and other",40,28,1987,2000
1284,1,1,"HCMC",1,"Professional Worker","Other","Female",1959,"Yes","No",1985,"Yes",,"No","Married",2,"Kinh","Vocational elementary",2234,1980,4,"Agriculture",4,"Agriculture",2,30,0,,2,20,"Yes after on-the-job training","No",,"Office Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",3200,"Month",3000,,,,"Same","Yes","Yes",3000,"No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes",,"No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No","Most important",,"Second most important",,,"Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",86,56,,2013
1299,1,1,"HCMC",1,"Office Worker","Member of Owners HH","Female",1980,"Yes","Yes",2012,"No","Rural","No","Married",2,"Kinh","College",5134,2001,2,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Services",8,"More than sufficient","Better use of skills/experience",,,6,8,,,,,,,,,,,,,"No","Yes","No","No","No","No","Yes","No","Yes","No","No","Other","Yes",,,,"None of the above",,,,,,,,,"Yes",,,"Second most important",,"Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","No","Permanent self-contained house",30,35,,2013
1299,3,3,"HCMC",3,"Production Worker","Other","Female",1952,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","High school",,,2,"Services",2,"Services",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",30,"More than sufficient","Better for health","Time rate","Cash",6,8,"Month",3500,"Month",2500,,,"Yes","Higher","Yes","Yes",4000,"No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","Other","Yes",,,"Through employment agency","Interview",,,,,,,,,"Yes",,,"Most important","Second most important","Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","No","Permanent self-contained house",35,50,,2000
1299,4,4,"HCMC",4,"Sales Worker","Other","Female",1965,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh"," Professional secondary",4234,1987,6,"Services",3,"Services",1,1,1,10,0,,"No","No",,"Sales Worker","Private firm","Manufacturing and Construction",30,"More than sufficient","Better for health","Time rate","Cash",6,8,"Month",5000,"Week",500,,,"Yes","Higher","Yes","Yes",6000,"No",,,,,,,,,,"No","No","Other","Yes",,,"Through employment agency","Interview",,,,,,,,,"Yes",,,"Second most important",,"Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","No","Permanent self-contained house",25,30,,2005
