"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
1114,6,"Ha Noi","Production Worker","Other","Male",1975,"Yes",2003,"Yes","Yes","Rural","Married","Primary school",,,"No","Technical certificate/Elementary worker","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better working condition","Piece rate",6,8,"Day",40,2,"Yes",900,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,"Most important",,"Second most important",,,,,"No","Yes","Nothing","Yes","Yes","Yes","No","Yes","No",,,,,
1129,6,"Ha Noi","Production Worker","Other","Male",1989,"Yes",2006,"No","No","Rural","Not married","High school",,,"No","Secondary school","Secondary school","Agriculture","Did not work",,,,,"Time rate",5,8,"Month",1000,2,"Yes",500,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,"Third most important","Second most important",,"Most important",,,"Yes","No","Laid off","No","Yes","No","No","No","No",,,,,
1164,2,"Ha Noi","Professional Worker","Other","Female",1982,"Yes",2003,"No","No","Rural","Not married","College/University/post-graduate",5234,2003,"No","High school","High school","Agriculture","Office Worker","Private firm","Services","Sufficient","Better for health","Time rate",6,8,"Month",1000,1,"Yes",500,"No","No","No","No","No","No","No",,"Through employment agency","Interview",,,,,,,,,,,,,,"No","No","Don't know","No","No","Yes","No","No","No",,,,,
1164,6,"Ha Noi","Production Worker","Other","Male",1966,"Yes",1997,"No","No","Rural","Married","High school",,,"Yes","High school","Secondary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better working condition","Time rate",6,8,"Month",1500,1,"Yes",500,"No","No","No","No","No","No","Yes","Yes","Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Don't know","No","No","No","No","No","No",,,,,
1164,3,"Ha Noi","Office Worker","Other","Male",1978,"Yes",2000,"Yes","No","Urban","Married","Technical worker/professional secondary",4234,2001,"No","High school","Technical worker without certificate","Services","Office Worker","Private firm","Manufacturing and Construction","More than sufficient","Better salary","Time rate",6,8,"Month",800,1,"Yes",500,"No","No","No","No","No","No","No",,"Owner, who is a relative","Interview",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
1164,4,"Ha Noi","Sales Worker","Member of Owners HH","Male",1980,"Yes",2002,"Yes","Yes","Urban","Not married","College/University/post-graduate",5234,2002,"No","Technical certificate/Elementary worker","High school","Services","Did not work",,,,,"Time rate",6,8,"Month",1500,1,"Yes",500,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,,,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",130,27,2005,
1164,1,"Ha Noi","Manager","Member of Owners HH","Female",1956,"Yes",1990,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Agriculture","Service Worker","SOE","Services","Sufficient","Better use of skills/experience","Time rate",6,8,"Month",1800,1,"Yes",500,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,,,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",130,27,2005,
1208,2,"Ha Noi","Professional Worker","Other","Female",1976,"Yes",2004,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,1999,"No","College/University/post-graduate","College/University/post-graduate","Manufacturing and Construction","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction","More than sufficient","Better social benefits","Time rate",6,8,"Month",2000,1,"Yes",1000,"No","No","No","No","No","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",25,3,2000,2003
1208,6,"Ha Noi","Production Worker","Other","Male",1965,"Yes",2002,"No","No","Rural","Married","High school",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Better working condition","Time rate",6,8,"Month",1500,1,"Yes",500,"No","No","No","No","No","Yes","Yes","Yes","Friend/acquaintance working in firm","Several of the above",,,,,,,"Most important",,,,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","Yes","No",,,,,
1208,5,"Ha Noi","Service Worker","Other","Male",1968,"Yes",2003,"Yes","Yes","Urban","Married","High school",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Time rate",7,8,"Month",1300,1,"Yes",500,"No","No","No","No","No","Yes","Yes","Yes","Job advertisement","Several of the above",,,,,,,,,,,,,,"No","No","Nothing","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",30,18,,
1208,4,"Ha Noi","Sales Worker","Other","Male",1966,"Yes",1995,"Yes","Yes","Urban","Married","College/University/post-graduate",5253,1989,"No","College/University/post-graduate","College/University/post-graduate","Services","Professional Worker (Requires Uni Degree)","SOE","Manufacturing and Construction","Sufficient","Better salary","Piece rate",6,8,"Month",3000,1,"Yes",3000,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,,,,,,,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",50,16,,
1208,1,"Ha Noi","Manager","Other","Male",1971,"Yes",1997,"Yes","Yes","Urban","Married","College/University/post-graduate",5251,1995,"No","College/University/post-graduate","College/University/post-graduate","Services","Did not work",,,,,"Piece rate",6,8,"Month",4000,1,"Yes",4000,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",50,8,,
1243,2,"HCMC","Professional Worker","Other","Female",1958,"Yes",1995,"Yes","Yes","Rural","Not married","College/University/post-graduate",5234,1997,"Yes","Secondary school","Primary school","Services","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction","Sufficient","Better for health","Time rate",6,8,"Month",2200,2,"Yes",2200,"No","Yes","No","Yes","Yes","No","No",,"Friend/acquaintance working in firm","Interview","Yes",1995,"No",,"More job security","No",,,"Most important","Second most important","Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
1243,4,"HCMC","Sales Worker","Member of Owners HH","Male",1968,"Yes",2002,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Sales Worker","SOE","Manufacturing and Construction","Sufficient","Better social benefits","Time rate",6,8,"Month",2000,2,"Yes",2000,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","None of the above","Yes",1995,"No",,"More job security","No","Most important",,"Second most important","Third most important",,,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","No",,,,,
1243,6,"HCMC","Production Worker","Other","Female",1979,"Yes",2005,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better use of skills/experience","Time rate",6,8,"Month",1200,2,"Yes",1200,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","None of the above",,,,,,,"Most important","Second most important","Third most important",,,,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","No",,,,,
1243,3,"HCMC","Office Worker","Member of Owners HH","Female",1971,"Yes",1995,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Office Worker","Private firm","Manufacturing and Construction","Sufficient","Better social benefits","Time rate",6,8,"Month",2000,2,"Yes",2000,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","Interview","Yes",1995,"No",,"More job security","No",,,"Second most important","Most important","Third most important",,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","No",,,,,
1280,6,"HCMC","Production Worker","Other","Male",1972,"Yes",1998,"Yes","Yes","Rural","Married","Primary school",,,"No","Primary school","Primary school","Services","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Combined",6,8,"Day",40,2,"Yes",2000,"No","No","No","No","No","No","Yes","Yes","Other","None of the above",,,,,,,"Most important",,,,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
1284,6,"HCMC","Production Worker","Member of Owners HH","Female",1959,"Yes",1989,"Yes","Yes","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Services","Did not work",,,,,"Piece rate",6,8,"Month",1000,2,"Yes",1000,"No","Yes","No","Yes","No","Yes","Yes","Yes","Owner, who is a relative","None of the above","Yes",1985,"Yes",120,"Secures that employer pays social benifits","No","Most important",,"Third most important","Second most important",,,,"No","Yes","Help related to medicine","Yes","Yes","No","No","No","No",,,,,
1284,1,"HCMC","Manager","Other","Female",1956,"Yes",1977,"Yes","Yes","Urban","Married","High school",,,"Yes","Primary school","Primary school","Services","Did not work",,,,,"Time rate",6,8,"Month",700,2,"Yes",700,"No","Yes","No","Yes","No","Yes","No",,"Through door to door visits","None of the above","Yes",1977,"Yes",84,"Secures that employer pays social benifits","No","Most important","Second most important","Third most important",,,,,"No","Yes","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
1284,4,"HCMC","Sales Worker","Other","Male",1960,"Yes",1979,"Yes","Yes","Rural","Not married","High school",,,"Yes","College/University/post-graduate","Secondary school","Services","Did not work",,,,,"Time rate",6,8,"Month",1000,2,"Yes",1000,"No","Yes","No","Yes","No","Yes","No",,"Through door to door visits","None of the above","Yes",1980,"Yes",120,"Secures that employer pays social benifits","No","Most important","Second most important",,,,,,"No","No","Help related to medicine","Yes","Yes","No","No","Yes","No",,,,,
1284,3,"HCMC","Office Worker","Other","Female",1959,"Yes",1985,"Yes","Yes","Urban","Married","High school",,,"Yes","Primary school","Primary school","Services","Office Worker","Government","Services","Sufficient","Better working condition","Time rate",6,8,"Month",700,2,"Yes",700,"No","Yes","No","Yes","No","Yes","No",,"Through door to door visits","None of the above","Yes",1986,"Yes",84,"Secures that employer pays social benifits","No","Most important","Third most important","Second most important",,,,,"No","Yes","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
1284,2,"HCMC","Professional Worker","Other","Male",1970,"Yes",1988,"Yes","Yes","Urban","Married","College/University/post-graduate",5231,2004,"Yes","Secondary school","Primary school","Services","Did not work",,,,,"Piece rate",6,8,"Month",1000,2,"Yes",1000,"No","Yes","No","Yes","No","Yes","No",,"Through door to door visits","None of the above","Yes",1989,"Yes",120,"Secures that employer pays social benifits","No","Most important","Third most important","Second most important",,,,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","No",,,,,
1291,3,"HCMC","Office Worker","Other","Female",1975,"Yes",2001,"Yes","Yes","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Agriculture","Office Worker","Private firm","Services","Sufficient","Better for health","Time rate",6,8,"Month",2500,2,"Yes",2500,"No","Yes","Yes","Yes","Yes","No","No",,"Through door to door visits","Interview","No",,,,,,"Most important",,"Second most important",,,,"Third most important","No","Yes","Help related to medicine","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",40,30,1979,
1291,6,"HCMC","Production Worker","Other","Male",1973,"Yes",2001,"Yes","Yes","Urban","Married","Secondary school",,,"No","Secondary school","Secondary school","Services","Production Worker","Private firm","Services","Sufficient","Better for health","Piece rate",6,8,"Month",3000,2,"Yes",3000,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Relative working in firm","Interview","No",,,,,,"Most important",,"Second most important",,,,"Third most important","No","Yes","Help related to medicine","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",40,30,1980,
1291,2,"HCMC","Professional Worker","Other","Male",1979,"Yes",2005,"No","No","Rural","Not married","College/University/post-graduate",5246,2004,"No","High school","Secondary school","Services","Office Worker","Private firm","Services","Sufficient","Better for health","Time rate",6,8,"Month",3000,2,"Yes",3000,"No","Yes","No","Yes","Yes","No","No",,"Relative working in firm","Interview","No",,,,,,"Most important",,"Second most important",,,,"Third most important","No","Yes","Help related to medicine","Yes","Yes","Yes","No","Yes","No",,,,,
1291,1,"HCMC","Manager","Other","Male",1955,"Yes",2004,"Yes","Yes","Urban","Married","High school",,,"Yes","Secondary school","Secondary school","Services","Office Worker","Government","Services","Sufficient","Better working condition","Time rate",6,8,"Month",4000,1,"Yes",4000,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a friend","Interview","No",,,,,,"Most important",,"Second most important",,,,"Third most important","No","Yes","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",30,30,1960,2005
1332,6,"HCMC","Production Worker","Other","Male",1983,"Yes",2002,"Yes","Yes","Urban","Not married","Technical worker/professional secondary",4052,2004,"No","Secondary school","Primary school",,"Did not work",,,,,"Time rate",6,8,"Month",1500,2,"Yes",500,"No","No","No","Yes","No","No","Yes","Yes","Owner, who is a relative","None of the above","No",,,,,,"Second most important",,"Third most important","Most important",,,,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","No",,,,,
1332,2,"HCMC","Professional Worker","Other","Female",1952,"Yes",1991,"Yes","Yes","Urban","Not married","College/University/post-graduate",5234,1978,"No","Secondary school","Primary school",,"Did not work",,,,,"Time rate",6,8,"Month",1000,2,"Yes",500,"No","No","No","Yes","No","No","No",,"Through door to door visits","None of the above","No",,,,,,"Third most important",,"Most important","Second most important",,,,"No","No","Help related to medicine","Yes","Yes","No","No","Yes","No",,,,,
1332,4,"HCMC","Sales Worker","Other","Female",1982,"Yes",2002,"Yes","Yes","Urban","Not married","Technical worker/professional secondary",4234,2005,"No","Secondary school","Primary school",,"Did not work",,,,,"Time rate",6,8,"Month",1200,2,"Yes",500,"No","No","No","Yes","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,"Most important",,"Second most important","Third most important",,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
