id,wid_11,wid09,eq2_11,eqd2_11,eqd3_11,eqd4_11,eqd5_11,eqd6_11,eqd7_11,eqd8_11,eqd9_11,eqd10_11,eqd11_11,eqd12_11,eqe1_11,eqe2_11,eqe3_11,eqe4_11,eqe5_11,eqe6_11,eqe7_11,eqe8_11,eqf1a_11,eqf1b_11,eqf1c_11,eqf2_11,eqf3_11,eqf4_11,eqg1a_11,eqg1b_11,eqg2a_11,eqg2b_11,eqg3a_11,eqg3b_11,eqg4_11,eqg5a_11,eqg5b_11,eqg6_11,eqg7_11,eqg8_11,eqg9a_11,eqg9b_11,eqg9c_11,eqg9d_11,eqg9e_11,eqg9f_11,eqg9g_11,eqg9h_11,eqg9i_11,eqg10a_11,eqg10b_11,eqg11_11,eqg12_11,eqg13_11,eqg14_11,eqh1_11,eqh2_11,eqi1_11,eqi2_11,eqi3_11,eqi4_11,eqi5_11,eqi6_11,eqi7_11,eqi8_11,eqj1a_11,eqj1ba_11,eqj1bb_11,eqj1bc_11,eqj1bd_11,eqj1be_11,eqj1bf_11,eqj1bg_11,eqj2_11,eqj3_11,eqj4_11,eqk1a_11,eqk1b_11,eqk1c_11,eqk1d_11,eqk1e_11,eqk2a_11,eqk2b_11,eqk2c_11,eqk2d_11,eqk2e_11,eqk2f_11
715,4,2,HCMC,Production Worker,Other,Male,1978,Yes,Yes,2004,Yes,,Yes,Married,Technical worker/professional secondary,7215,2000,No,High school,Manufacturing and Construction,High school,Services,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better use of skills/experience,Combined,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2004,Yes,25,Secures that employer pays social benifits,No,No,,Yes,,,Second most important,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,87,9,1973,2005
715,1,1,HCMC,Professional Worker,Other,Male,1967,Yes,Yes,2004,Yes,,Yes,Married,Technical certificate/Elementary worker,3433,1996,No,Technical worker/professional secondary,Services,High school,Services,Office Worker,Private firm,Services,7,Sufficient,Other,Time rate,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,Yes,1997,Yes,25,Better and more stable wage,No,No,,Yes,,,Second most important,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,120,11,2000,2008
715,3,2,HCMC,Production Worker,"Relative of owner, but not living in the same HH",Male,1975,Yes,Yes,2004,Yes,,Yes,Not married,Secondary school,,,No,Secondary school,Manufacturing and Construction,High school,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,9,Sufficient,Other,Combined,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,Yes,Yes,Yes,"Owner, who is a relative",On-the-job test (carried out by experienced worker),Yes,1997,Yes,25,Secures that employer pays social benifits,No,No,,Yes,,,Second most important,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,95,8,1985,2010
715,2,1,HCMC,Manager,Member of Owners HH,Female,1984,Yes,Yes,2004,Yes,,Yes,Not married,College/University/post-graduate,5234,2007,No,College/University/post-graduate,Manufacturing and Construction,High school,Manufacturing and Construction,Sales Worker,Private firm,Manufacturing and Construction,1,Sufficient,Other,Time rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,3000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,Yes,2003,Yes,25,Better and more stable wage,No,No,,Yes,,,Second most important,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,230,11,2000,2009
840,1,9,Long An,Production Worker,Other,Male,1974,Yes,No,1996,Yes,,Yes,Married,Secondary school,,,No,Primary school,Manufacturing and Construction,None,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,60,12,1999,
840,2,9,Long An,Production Worker,Other,Female,1980,Yes,No,2005,Yes,,Yes,Married,High school,,,No,High school,Services,Secondary school,Services,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better salary,Time rate,Cash,7,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,55,9,2002,
842,1,9,Long An,Production Worker,Other,Male,1983,Yes,No,2003,Yes,,Yes,Married,Technical worker/professional secondary,4252,2003,Yes,Technical worker without certificate,Manufacturing and Construction,High school,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Yes,Higher,Yes,Yes,1800,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,78,10,,2004
842,2,9,Long An,Production Worker,Other,Male,1985,Yes,No,2003,Yes,,Yes,Not married,High school,,,Yes,High school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Yes,Higher,Yes,Yes,1800,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,50,20,1991,2007
1034,3,3,Hai Phong,Production Worker,Other,Male,1977,Yes,Yes,2006,Yes,,Yes,Married,High school,,,Yes,High school,Manufacturing and Construction,High school,Manufacturing and Construction,Production Worker,SOE,Manufacturing and Construction,5,Sufficient,Better working condition,Time rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,500,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2008,Yes,500,More safety at workplace,Yes,No,,Yes,Second most important,Most important,,,Third most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,10,2001,2010
1034,4,4,Hai Phong,Production Worker,Other,Male,1978,Yes,Yes,2006,Yes,,Yes,Married,High school,,,Yes,Technical certificate/Elementary worker,Manufacturing and Construction,High school,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,3500,Yes,Higher,Yes,Yes,500,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2008,Yes,500,More safety at workplace,Yes,No,,Yes,Second most important,Most important,,,Third most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,7,2004,2009
1034,2,2,Hai Phong,Professional Worker,Other,Female,1980,Yes,Yes,2007,Yes,,Yes,Married,Technical worker/professional secondary,5234,2003,Yes,Technical certificate/Elementary worker,Manufacturing and Construction,High school,Services,Professional Worker (Requires Uni Degree),Private firm,Services,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,No,Higher,Yes,Yes,500,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2008,Yes,500,More safety at workplace,Yes,No,,Yes,Second most important,Most important,,,Third most important,,,Yes,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,180,2,2009,
1034,1,1,Hai Phong,Manager,Owner,Male,1948,Yes,Yes,2004,Yes,,Yes,Married,College/University/post-graduate,5234,2001,Yes,Technical worker/professional secondary,Manufacturing and Construction,High school,Services,Manager,Private firm,Manufacturing and Construction,20,Sufficient,Better working condition,Time rate,Cash,6,8,Month,6000,No,Higher,Yes,Yes,500,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Not necessary at moment,Yes,Yes,Yes,Other,None of the above,Yes,2004,Yes,500,More safety at workplace,Yes,No,,Yes,Second most important,Most important,,,Third most important,,,Yes,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,320,10,2001,2009
1051,2,2,Hai Phong,Production Worker,Member of Owners HH,Female,1984,Yes,No,2004,Yes,,Yes,Married,High school,,,No,Technical worker without certificate,Manufacturing and Construction,High school,Manufacturing and Construction,Did not work,,,,,,,,7,8,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Third most important,,Second most important,,,Most important,,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,160,10,2001,2009
1051,1,1,Hai Phong,Sales Worker,Member of Owners HH,Female,1957,Yes,No,1989,Yes,,Yes,Married,High school,,,No,Technical worker without certificate,Manufacturing and Construction,Secondary school,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Other,None of the above,,,,,,,,,No,Third most important,,Second most important,,,Most important,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,160,10,2001,2009
1064,3,9,Hai Phong,Production Worker,Other,Male,1987,Yes,No,2010,Yes,,Yes,Not married,High school,,,Yes,Secondary school,Services,Secondary school,Services,Production Worker,Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,7,8,Month,3000,No,Higher,Yes,Yes,700,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,No,Third most important,,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,180,17,1994,2008
1064,2,9,Hai Phong,Production Worker,Other,Male,1986,Yes,No,2009,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Manufacturing and Construction,Secondary school,Services,Production Worker,Private firm,Services,2,Sufficient,Other,Time rate,Cash,7,8,Month,3000,No,Higher,Yes,Yes,700,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,No,Second most important,,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,10,2001,2009
1064,1,1,Hai Phong,Manager,Member of Owners HH,Male,1954,Yes,No,2001,Yes,,Yes,Married,Technical worker without certificate,2252,1993,No,Secondary school,Services,Secondary school,Agriculture,Production Worker,Private firm,Services,7,Sufficient,Other,Time rate,Cash,5,4,Month,5000,No,Higher,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,Yes,Yes,"Owner, who is a relative",None of the above,No,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,180,20,1991,2005
1066,2,9,Hai Phong,Office Worker,"Relative of owner, but not living in the same HH",Male,1981,Yes,No,2005,Yes,,Yes,Married,High school,,,No,Technical certificate/Elementary worker,Manufacturing and Construction,High school,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,5000,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,5,2006,
1066,4,9,Hai Phong,Production Worker,"Relative of owner, but not living in the same HH",Male,1977,Yes,No,2002,Yes,,Yes,Married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better working condition,Combined,Cash,6,8,Month,4000,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,160,7,2004,
1066,3,9,Hai Phong,Production Worker,"Relative of owner, but not living in the same HH",Male,1983,Yes,No,2006,Yes,,Yes,Not married,High school,,,No,High school,Agriculture,High school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Combined,Cash,6,8,Month,4000,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,8,2003,2010
1066,1,9,Hai Phong,Manager,"Relative of owner, but not living in the same HH",Female,1977,Yes,No,2002,Yes,,Yes,Married,High school,,,No,Technical certificate/Elementary worker,Manufacturing and Construction,High school,Services,Service Worker,Private firm,Manufacturing and Construction,5,Sufficient,Other,Time rate,Cash,6,8,Month,5000,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,10,1954,
1087,1,1,Hai Phong,Professional Worker,Member of Owners HH,Female,1981,Yes,Yes,2006,Yes,,Yes,Married,College/University/post-graduate,5246,2006,Yes,Technical worker/professional secondary,Manufacturing and Construction,Technical certificate/Elementary worker,Manufacturing and Construction,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,No,Higher,Yes,Yes,400,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,"Owner, who is a relative",None of the above,Yes,2007,Yes,600,Secures that employer pays social benifits,Yes,No,,Yes,,,Most important,Third most important,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,180,6,2000,2009
1087,3,3,Hai Phong,Production Worker,Other,Male,1977,Yes,Yes,2005,Yes,,Yes,Married,High school,,,Yes,High school,Services,High school,Services,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Combined,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,400,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2005,Yes,600,Secures that employer pays social benifits,Yes,No,,Yes,,,Most important,Third most important,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,95,11,2000,2010
1087,2,2,Hai Phong,Office Worker,"Relative of owner, but not living in the same HH",Female,1974,Yes,Yes,2003,Yes,,Yes,Married,High school,,,Yes,High school,Manufacturing and Construction,High school,Services,Office Worker,Private firm,Services,5,Sufficient,Better working condition,Time rate,Cash,6,8,Month,3500,No,Higher,Yes,Yes,400,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,"Owner, who is a relative",None of the above,Yes,2005,Yes,600,Secures that employer pays social benifits,Yes,No,,Yes,,,Most important,Third most important,Second most important,,,Yes,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,210,10,2001,2009
1113,1,1,Ha Noi,Production Worker,Member of Owners HH,Male,1981,Yes,No,1999,Yes,,Yes,Married,High school,,,No,None,Manufacturing and Construction,None,Manufacturing and Construction,Did not work,,,,,,9,NA,7,10,NA,,,NA,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,Third most important,Most important,,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,70,22,1985,2000
1114,1,1,Ha Noi,Production Worker,Other,Male,1982,Yes,No,2006,No,Rural,No,Married,High school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Piece rate,Cash,6,8,Month,2200,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,Second most important,Most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,50,30,1980,
1150,3,9,Ha Noi,Manager,Other,Female,1958,Yes,Yes,1997,Yes,,Yes,Married,Technical worker/professional secondary,9999,1979,Yes,Primary school,Manufacturing and Construction,Primary school,Agriculture,Professional Worker (Requires Uni Degree),Government,Manufacturing and Construction,17,More than sufficient,Better for health,Combined,Cash,5.5,8,Month,3100,No,Higher,Yes,Yes,150,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,Yes,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,,,No,,,Second most important,,Most important,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,94,12,1999,
1183,3,2,Ha Noi,Production Worker,"Relative of owner, but not living in the same HH",Male,1975,Yes,No,2006,Yes,,No,Married,High school,,,No,None,Manufacturing and Construction,None,Manufacturing and Construction,Production Worker,SOE,Manufacturing and Construction,3,Sufficient,Closer to home,Time rate,Cash,6,8,Day,2000,Yes,Higher,Yes,Yes,500,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Most important,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,4,,
1183,1,2,Ha Noi,Professional Worker,Other,Female,1953,Yes,No,2006,Yes,,Yes,Married,College/University/post-graduate,5234,1987,No,None,Manufacturing and Construction,None,Manufacturing and Construction,Office Worker,Government,Manufacturing and Construction,30,More than sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,2500,No,Higher,No,Yes,500,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",None of the above,,,,,,,,,No,Third most important,,Most important,,,Second most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,40,,
1183,2,1,Ha Noi,Production Worker,"Relative of owner, but not living in the same HH",Male,1974,Yes,No,2005,Yes,,No,Married,High school,,,No,None,Manufacturing and Construction,None,Manufacturing and Construction,Production Worker,SOE,Manufacturing and Construction,5,Sufficient,Closer to home,Time rate,Cash,6,8,Day,2000,Yes,Higher,Yes,Yes,500,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Most important,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,65,8,,
1191,2,1,Ha Noi,Production Worker,Other,Female,1952,Yes,Yes,1974,Yes,,Yes,Married,High school,,,Yes,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Did not work,,,,,,Piece rate,Cash,5,8,Month,2800,No,Higher,Yes,Yes,1200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,None of the above,Yes,1975,Yes,28,More job security,No,No,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,45,32,1979,
1191,3,1,Ha Noi,Office Worker,Other,Female,1955,Yes,Yes,1977,Yes,,Yes,Married,Technical worker/professional secondary,4234,1976,Yes,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Did not work,,,,,,Other/Not paid,Cash,5,8,Month,3200,No,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,None of the above,Yes,1977,Yes,32,More job security,No,No,,No,,Third most important,,Most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,42,31,1980,
1191,1,1,Ha Noi,Production Worker,Other,Female,1957,Yes,Yes,1978,Yes,,Yes,Married,High school,,,Yes,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Did not work,,,,,,Piece rate,Cash,5,8,Month,2800,No,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,None of the above,Yes,1980,Yes,28,More job security,No,No,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,50,21,1990,
