id,wid_09,wid07,eq1_09,eqd2_09,eqd4_09,eqd5_09,eqd6_09,eqd7_09,eqd8_09,eqd9_09,eqd10_09,eqd11_09,eqd12_09,eqe1_09,eqe2_09,eqe3_09,eqe4_09,eqe5_09,eqe6_09,eqe7_09,eqe8_09,eqf1a_09,eqf1b_09,eqf1c_09,eqf2_09,eqf3_09,eqf4_09,eqg1a_09,eqg1b_09,eqg2a_09,eqg2b_09,eqg3a_09,eqg3b_09,eqg4_09,eqg5a_09,eqg5b_09,eqg6_09,eqg7_09,eqg8_09,eqg9a_09,eqg9b_09,eqg9c_09,eqg9d_09,eqg9e_09,eqg9f_09,eqg9g_09,eqg9h_09,eqg10a_09,eqg10b_09,eqg11_09,eqg12_09,eqg13_09,eqg14_09,eqh1_09,eqh2_09,eqi1_09,eqi2_09,eqi3_09,eqi4_09,eqi5_09,eqi6_09,eqi7_09,eqi8_09,eqj1a_09,eqj1ba_09,eqj1bb_09,eqj1bc_09,eqj1bd_09,eqj1be_09,eqj1bf_09,eqj1bg_09,eqj2_09,eqj3_09,eqj4_09,eqk1a_09,eqk1b_09,eqk1c_09,eqk1d_09,eqk1e_09,eqk2a_09,eqk2b_09,eqk2c_09,eqk2d_09,eqk2e_09,eqk2f_09
1034,3,98,Hai Phong,Production Worker,Male,1977,Yes,Yes,6,No,Urban,No,Not married,4,,,No,,,,,Production Worker,Other,Agriculture,4,Sufficient,Better salary,Time rate,Cash,5,8,Month,2800,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Second most important,,Third most important,,Most important,,,No,No,Nothing,No,No,No,No,Yes,No,Unsettled house and other,20,5,2003,
1034,2,98,Hai Phong,Professional Worker,Female,1980,Yes,Yes,6,Yes,,Yes,Married,8,5034,2001,No,,,,,Did not work,,,,,,Time rate,Cash,5,4,Month,3000,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,Interview,,,,,,,No,,No,,Third most important,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,60,5,2003,2003
1034,4,98,Hai Phong,Production Worker,Male,1978,Yes,Yes,5,No,Urban,No,Married,4,,,No,4,Manufacturing and Construction,,Services,Production Worker,Other,Agriculture,2,Sufficient,Better salary,Time rate,Cash,5,8,Month,2500,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Second most important,,Third most important,,Most important,,,No,No,Nothing,No,No,No,No,Yes,No,Unsettled house and other,20,5,2004,
1040,1,98,Hai Phong,Manager,Male,1947,Yes,No,17,Yes,,Yes,Married,7,3658,1980,No,1,Manufacturing and Construction,1,Manufacturing and Construction,Office Worker,SOE,Manufacturing and Construction,29,Sufficient,Other,Time rate,Cash,6,8,Month,1500,No,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,4,2005,
1040,5,98,Hai Phong,Production Worker,Female,1991,Yes,No,2,Yes,,Yes,Not married,4,,,,,,,,Did not work,,,,,,Time rate,Cash,7,8,Month,800,Yes,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,18,,
1040,4,98,Hai Phong,Production Worker,Male,1983,Yes,No,2,Yes,,Yes,Married,4,,,,,,,,Did not work,,,,,,Time rate,Cash,7,8,Month,1000,Yes,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,26,,
1040,2,98,Hai Phong,Professional Worker,Male,1952,Yes,No,17,Yes,,Yes,Married,7,3634,1985,No,1,Manufacturing and Construction,1,Manufacturing and Construction,Office Worker,SOE,Manufacturing and Construction,28,Sufficient,Other,Time rate,Cash,6,8,Month,1500,No,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,3,2006,
1040,3,1,Hai Phong,Sales Worker,Male,1981,Yes,No,2,Yes,,Yes,Married,8,5034,2005,No,4,Manufacturing and Construction,4,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,1500,No,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,2,2007,
1051,2,98,Hai Phong,Production Worker,Female,1984,Yes,No,7,Yes,,Yes,Not married,4,,,No,3,Services,3,Services,Did not work,,,,,,Combined,Cash,7,5,Month,,,,,,,,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,None of the above,No,,,,,,,,No,Second most important,,Most important,,Third most important,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,7,2002,
1051,1,98,Hai Phong,Sales Worker,Female,1957,Yes,No,9,Yes,,Yes,Married,3,,,Yes,1,Manufacturing and Construction,2,,Production Worker,Private firm,Services,7,More than sufficient,Better salary,Combined,Cash,7,5,Month,,,,,,,,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Other,None of the above,No,,,,,,,,No,Second most important,,Most important,,Third most important,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,7,2002,
1056,1,1,Hai Phong,Production Worker,Female,1973,Yes,No,1910,Yes,,Yes,Married,4,,,Yes,,,,Services,Did not work,,,,,,Percent of Sales,Cash,7,8,Month,3500,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,Second most important,,,Third most important,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,50,10,1999,2003
1064,1,98,Hai Phong,Production Worker,Male,1954,Yes,Yes,11,Yes,,No,Married,3,,,No,,,1,Agriculture,Did not work,,,,,,Combined,Cash,4,6,Month,1500,Yes,Same,Yes,Yes,150,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,,No,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,No,,No,,Most important,,,,Third most important,Second most important,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,35,15,1955,2002
1087,3,98,Hai Phong,Production Worker,Male,1977,No,No,1,Yes,,No,Married,4,,,Yes,3,Manufacturing and Construction,3,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,13,Sufficient,Better salary,Piece rate,Cash,7,8,Month,1500,Yes,Same,No,Yes,150,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Relative working in firm,None of the above,,,,,,,No,,No,Second most important,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,45,32,1977,
1087,1,1,Hai Phong,Professional Worker,Female,1981,Yes,No,3,Yes,,Yes,Married,8,5234,2003,No,3,Manufacturing and Construction,3,Manufacturing and Construction,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,3,Sufficient,Better salary,Piece rate,Cash,2,8,Month,800,No,Same,No,Yes,150,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,50,3,,
1087,2,98,Hai Phong,Office Worker,Female,1974,No,No,1,Yes,,Yes,Married,2,,,No,8,Manufacturing and Construction,8,Manufacturing and Construction,Office Worker,Private firm,Manufacturing and Construction,12,Sufficient,Closer to home,Piece rate,Cash,2,8,Month,800,No,Same,No,Yes,150,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,50,11,,
1093,2,98,Hai Phong,Production Worker,Male,1965,Yes,No,5,Yes,,Yes,Married,4,,,No,,,3,Agriculture,Production Worker,SOE,Manufacturing and Construction,5,Sufficient,Better salary,Combined,Cash,7,8,Month,2500,No,Higher,Yes,Yes,1500,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,No,,No,,,Third most important,,Most important,Second most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,55,7,1999,2002
1093,1,1,Hai Phong,Production Worker,Male,1961,Yes,No,7,Yes,,Yes,Married,4,,,No,,,,,Production Worker,SOE,Manufacturing and Construction,4,Sufficient,Better salary,Combined,Cash,7,8,Month,2700,No,Higher,Yes,Yes,1500,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,No,,No,,,Third most important,,Most important,Second most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,70,15,1992,2003
1113,1,1,Ha Noi,Production Worker,Male,1981,Yes,No,14,Yes,,Yes,Married,3,,,No,3,Manufacturing and Construction,4,Manufacturing and Construction,Did not work,,,,,,Other/Not paid,Combined,7,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,No,,No,,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,45,10,1999,
1114,1,98,Ha Noi,Production Worker,Male,1982,Yes,Yes,5,No,Rural,No,Married,4,,,Yes,5,Manufacturing and Construction,2,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Piece rate,Cash,7,8,Month,2100,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,No,,,,,,,,No,,Second most important,Third most important,Most important,,,,No,No,Nothing,Yes,Yes,Yes,No,No,No,Pemanent non-contained house,20,1,2000,
1129,2,98,Ha Noi,Production Worker,Male,1972,Yes,No,5,No,Rural,No,Married,3,,,No,4,Services,3,Services,Production Worker,Private firm,Manufacturing and Construction,26,Sufficient,Closer to home,Combined,Cash,7,8,Day,90,Yes,Higher,Yes,Yes,80,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,30,8,1990,2004
1129,3,98,Ha Noi,Production Worker,Male,1982,Yes,No,2,No,Rural,No,Married,3,,,No,4,Manufacturing and Construction,3,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,3,Not sufficient,Closer to home,Combined,Cash,7,8,Day,70,Yes,Higher,Yes,Yes,80,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Through employment agency,None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,No,No,No,No,Unsettled house and other,12,1,,2007
1129,1,98,Ha Noi,Manager,Female,1960,No,No,9,Yes,,Yes,Married,4,,,No,2,Manufacturing and Construction,1,Agriculture,Did not work,,,,,,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,Yes,Procedures too complicated,No,No,,Other,None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,26,1954,2003
1150,2,98,Ha Noi,Production Worker,Female,1974,Yes,Yes,7,Yes,,Yes,Married,2,,,Yes,2,Manufacturing and Construction,2,Services,Production Worker,Private firm,Manufacturing and Construction,12,Sufficient,Better working condition,Time rate,Cash,6,8,Month,1200,Yes,Same,Yes,Yes,1200,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,75,19,1990,2008
1150,1,98,Ha Noi,Production Worker,Female,1961,Yes,Yes,7,Yes,,No,Married,2,,,Yes,1,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,22,Sufficient,Closer to home,Time rate,Cash,6,8,Month,1200,Yes,Same,Yes,Yes,1200,No,No,No,No,No,No,No,No,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,None of the above,No,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Villa,360,14,1995,
1183,1,98,Ha Noi,Production Worker,Male,1976,Yes,Yes,11,Yes,,Yes,Married,5,4051,1992,Yes,7,Manufacturing and Construction,7,Manufacturing and Construction,Did not work,,,,,,Combined,Cash,7,8,Month,2500,No,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,Yes,No,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,25,14,1995,2005
1183,2,98,Ha Noi,Production Worker,Male,1974,Yes,No,14,Yes,,Yes,Married,5,4051,1990,No,7,Agriculture,7,Agriculture,Production Worker,Other,Manufacturing and Construction,3,Not sufficient,Better salary,Combined,Cash,7,8,Month,2600,No,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,Yes,No,"Owner, who is a relative",None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,No,No,Unsettled house and other,30,4,1985,2003
1183,3,98,Ha Noi,Service Worker,Female,1980,Yes,No,6,Yes,,Yes,Married,4,,,No,6,Agriculture,7,Agriculture,Did not work,,,,,,Time rate,Cash,7,9,Month,1800,Yes,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,,,Most important,,Third most important,Second most important,,No,No,Don't know,Yes,Yes,No,No,No,Yes,Unsettled house and other,35,2,1990,2001
1191,1,98,Ha Noi,Professional Worker,Female,1956,Yes,Yes,32,Yes,,Yes,Married,8,5034,1998,Yes,3,Manufacturing and Construction,3,Manufacturing and Construction,Office Worker,Other,Manufacturing and Construction,0,More than sufficient,Better working condition,Time rate,Cash,6,8,Month,3500,Yes,Same,Yes,Yes,5000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",Interview,Yes,1993,Yes,20,Secures that employer pays social benifits,No,No,,Yes,Second most important,,Third most important,Most important,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,40,4,2005,
1191,2,98,Ha Noi,Office Worker,Female,1955,Yes,Yes,34,Yes,,Yes,Married,5,4234,1985,Yes,3,Agriculture,3,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Yes,Same,Yes,Yes,5000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",Interview,Yes,1993,Yes,20,More safety at workplace,No,No,,Yes,Second most important,,Third most important,Most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,45,37,1972,2004
1191,3,98,Ha Noi,Production Worker,Female,1957,Yes,Yes,33,Yes,,No,Married,3,,,No,2,Services,1,Manufacturing and Construction,Did not work,,,,,,Piece rate,Cash,6,8,Month,2500,No,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I prefer to save up myself,Yes,Yes,No,"Owner, who is a friend",Interview,Yes,1993,Yes,20,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,140,10,1999,
1191,4,98,Ha Noi,Production Worker,Female,1952,Yes,Yes,42,Yes,,Yes,Married,3,,,No,2,Manufacturing and Construction,2,Manufacturing and Construction,Did not work,,,,,,Piece rate,Cash,6,8,Month,2700,No,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I prefer to save up myself,Yes,Yes,No,"Owner, who is a friend",Interview,Yes,1993,Yes,20,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,20,8,2001,
1192,1,98,Ha Noi,Office Worker,Female,1985,Yes,Yes,3,No,Urban,No,Not married,7,4234,2005,Yes,4,Agriculture,4,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,semi-permanent house,15,1,2004,
1192,3,98,Ha Noi,Professional Worker,Female,1970,Yes,Yes,12,Yes,,Yes,Married,8,5034,1992,No,4,Services,5,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,2500,No,Higher,Yes,Yes,2500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,,Relative working in firm,Interview,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,15,1994,2006
1192,2,98,Ha Noi,Manager,Male,1959,Yes,Yes,15,Yes,,No,Married,8,5234,1970,No,4,Services,3,Manufacturing and Construction,Sales Worker,SOE,Manufacturing and Construction,15,More than sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,No,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,No,,Yes,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,65,10,1999,2007
1208,2,98,Ha Noi,Professional Worker,Female,1975,Yes,Yes,1,Yes,,No,Married,8,5234,1998,Yes,8,Manufacturing and Construction,7,Services,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,10,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2500,No,Higher,,Yes,500,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2008,Yes,10,Secures that employer pays social benifits,No,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,6,2003,
1208,1,1,Ha Noi,Manager,Male,1971,Yes,Yes,7,Yes,,No,Married,8,5252,1993,Yes,4,Manufacturing and Construction,4,Manufacturing and Construction,Sales Worker,SOE,Manufacturing and Construction,9,Not sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,No,Higher,,Yes,500,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2002,Yes,20,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,9,2000,
1208,3,4,Ha Noi,Sales Worker,Male,1966,Yes,Yes,6,Yes,,Yes,Married,8,5234,1988,Yes,4,Manufacturing and Construction,4,Services,Office Worker,Private firm,Manufacturing and Construction,5,Not sufficient,Better working condition,Time rate,Cash,6,8,Month,3500,No,Higher,,Yes,500,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2003,Yes,10,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,9,2000,
1208,4,5,Ha Noi,Service Worker,Male,1968,Yes,Yes,9,No,Rural,No,Married,3,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,18,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,Yes,Higher,,Yes,500,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2000,Yes,5,Secures that employer pays social benifits,No,No,,Yes,,,Most important,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,semi-permanent house,30,6,2003,
1208,5,6,Ha Noi,Production Worker,Male,1965,Yes,Yes,6,No,Rural,No,Married,4,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,15,Sufficient,Better salary,Combined,Cash,6,8,Month,1800,Yes,Higher,,Yes,500,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2003,Yes,5,Secures that employer pays social benifits,No,No,,Yes,Most important,,Third most important,,Second most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,semi-permanent house,50,6,2003,
1208,6,98,Ha Noi,Production Worker,Male,1969,Yes,Yes,9,No,Rural,No,Married,4,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,13,Sufficient,Better salary,Combined,Cash,6,8,Month,1600,Yes,Higher,,Yes,500,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2000,Yes,5,Secures that employer pays social benifits,No,No,,Yes,Second most important,,Most important,,Third most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,semi-permanent house,30,6,2003,
1243,4,98,HCMC,Production Worker,Male,1978,Yes,Yes,5,No,Rural,No,Married,3,,,No,3,Agriculture,2,Agriculture,Production Worker,Private firm,Manufacturing and Construction,8,Sufficient,Better salary,Time rate,Cash,6,8,Month,1500,Yes,Same,Yes,Yes,1000,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Not necessary at moment,No,No,,Through employment agency,Interview,Yes,2004,No,,Secures that employer pays social benifits,No,No,,No,,Third most important,,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Pemanent non-contained house,40,4,1980,
1243,6,98,HCMC,Manager,Female,1958,Yes,No,17,Yes,,No,Married,4,,,No,3,Services,3,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,No,Same,Yes,Yes,1000,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Not necessary at moment,No,No,,Other,None of the above,Yes,2004,No,,More safety at workplace,No,No,,No,,Third most important,,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,24,1985,
1243,2,98,HCMC,Sales Worker,Male,1979,Yes,Yes,2,Yes,,Yes,Married,7,4234,1999,No,7,Manufacturing and Construction,7,Manufacturing and Construction,Sales Worker,Private firm,Manufacturing and Construction,8,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,Yes,Same,Yes,Yes,1000,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,Yes,2007,No,,More safety at workplace,No,No,,No,,Third most important,,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,58,12,1997,
