id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
532,1,9,HCMC,9,Manager,Other,Female,1960,Yes,Yes,2008,Yes,,No,Married,University and higher,5246,1982,High school,Services,Secondary school,Agriculture,0,,0,,0,,No,No,,Office Worker,SOE,Manufacturing and Construction,28,More than sufficient,Closer to home,Time rate,Cash,6,8,Month,4500,Month,3000,Month,5000,Yes,Higher,Yes,Yes,3000,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Job advertisement,Interview,Yes,2009,Yes,50,More job security,No,No,,No,,,Most important,Second most important,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,50,18,,2008
659,1,1,HCMC,1,Production Worker,Other,Female,1984,Yes,No,2001,No,Rural,No,Not married,High school,,,Secondary school,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Closer to home,Time rate,Cash,2,8,Month,4000,Month,3000,,,Yes,Higher,Yes,Yes,5000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Second most important,Most important,,,,Third most important,,No,,,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,30,3,2000,
715,2,3,HCMC,3,Production Worker,"Relative of owner, but not living in the same HH",Male,1975,Yes,Yes,2004,Yes,,Yes,Married,Technical level without certificate,,,High school,Services,High school,Manufacturing and Construction,1,2,0,,1,2,No,No,,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Other,Time rate,Cash,6,8,Month,2500,Month,2000,,,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),Yes,1997,No,,Secures that employer pays social benifits,No,No,,Yes,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,60,10,2000,
715,4,9,HCMC,9,Manager,Member of Owners HH,Male,1948,Yes,Yes,2003,Yes,,Yes,Married,High school,,,High school,Manufacturing and Construction,High school,Manufacturing and Construction,1,2,0,,1,2,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,6000,Month,5000,,,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,"Owner, who is a relative",Interview,Yes,2004,No,,Secures that employer pays social benifits,No,No,,Yes,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,120,20,1973,
715,3,9,HCMC,9,Office Worker,Member of Owners HH,Female,1960,Yes,Yes,2003,Yes,,Yes,Married,Secondary school,,,Vocational elementary,Manufacturing and Construction,,,1,2,0,,1,2,No,No,,Office Worker,Private firm,Services,10,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2500,Month,2000,,,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,"Owner, who is a relative",Interview,Yes,2004,No,,Secures that employer pays social benifits,No,No,,Yes,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,120,20,1973,
715,1,2,HCMC,2,Sales Worker,Member of Owners HH,Female,1984,Yes,Yes,2004,Yes,,Yes,Not married, Professional secondary,4234,2007,High school,Agriculture,High school,Agriculture,1,2,0,,1,2,No,No,,Sales Worker,Private firm,Manufacturing and Construction,1,Sufficient,Other,Time rate,Cash,6,8,Month,2500,Month,2000,,,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,"Owner, who is a relative",Interview,Yes,2003,No,,Secures that employer pays social benifits,No,No,,Yes,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,120,20,1973,
715,5,9,HCMC,9,Production Worker,Other,Male,1992,Yes,Yes,2011,Yes,,Yes,Not married,Secondary school,,,Secondary school,Services,Secondary school,Services,1,2,0,,1,2,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,2500,Month,2500,,,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,Friend/acquaintance working in firm,Interview,Yes,2012,No,,Secures that employer pays social benifits,No,No,,Yes,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,40,7,2004,
830,1,9,Long An,9,Production Worker,Member of Owners HH,Male,1980,No,No,2000,Yes,,Yes,Married,Secondary school,,,Primary school,Manufacturing and Construction,None,Services,0,,0,,0,,No,No,,Did not work,,,,,,NA,9,6,4,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,33,1980,2000
840,2,9,Long An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1972,Yes,No,2003,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,6,7,Month,4500,Month,1500,,,Yes,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,Most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,60,13,2000,
840,1,9,Long An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1970,Yes,No,2003,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,6,7,Month,4500,Month,1500,,,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,Second most important,,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,5,2008,
1034,2,9,Hai Phong,9,Production Worker,Other,Male,1955,Yes,No,2004,Yes,,Yes,Married,None,,,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,28,Sufficient,Better salary,Time rate,Cash,6,8,Month,3000,Month,2000,,,Yes,Same,Yes,Yes,700,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",None of the above,,,,,,,,,No,Most important,,,Third most important,Second most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,10,2003,
1034,1,9,Hai Phong,9,Production Worker,Other,Male,1975,Yes,No,2004,Yes,,Yes,Married,None,,,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,Time rate,Cash,6,8,Month,3000,Month,2000,,,Yes,Same,Yes,Yes,700,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Most important,,Third most important,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,20,1993,2000
1034,3,9,Hai Phong,9,Office Worker,Other,Female,1980,Yes,No,2004,Yes,,Yes,Married,College,5134,2002,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Office Worker,Private firm,Manufacturing and Construction,2,Not sufficient,Closer to home,Time rate,Cash,6,8,Month,4000,Month,2500,,,No,Same,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Second most important,,Third most important,,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,300,1,2012,
1051,2,9,Hai Phong,9,Production Worker,Member of Owners HH,Female,1989,Yes,No,2010,Yes,,No,Married,High school,,,High school,Agriculture,High school,Agriculture,0,,2,5,1,2,No,Yes,Yes,Service Worker,Private firm,Services,2,Sufficient,Other,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,,9,,,,,,,,,,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,174,3,2006,2012
1051,1,9,Hai Phong,9,Production Worker,Member of Owners HH,Male,1984,Yes,No,2007,Yes,,Yes,Married,High school,,,High school,Services,High school,Services,0,,2,5,1,1,No,Yes,Yes,Did not work,,,,,,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,,9,,,,,,,,,,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,174,6,2006,2012
1066,3,3,Hai Phong,3,Production Worker,"Relative of owner, but not living in the same HH",Male,1983,Yes,No,2006,Yes,,Yes,Married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4800,Month,2500,,,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,10,2003,2012
1066,2,2,Hai Phong,2,Production Worker,"Relative of owner, but not living in the same HH",Male,1981,Yes,No,2005,Yes,,Yes,Married,High school,,,Vocational elementary,Manufacturing and Construction,High school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,4700,Month,2200,,,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,12,,2013
1066,1,1,Hai Phong,1,Production Worker,"Relative of owner, but not living in the same HH",Female,1977,Yes,No,2002,Yes,,Yes,Married,High school,,,Vocational elementary,Manufacturing and Construction,High school,Services,0,,0,,0,,No,No,,Service Worker,Private firm,Manufacturing and Construction,4,Sufficient,Other,Time rate,Cash,6,8,Month,4800,Month,2000,,,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,10,2003,2012
1066,4,4,Hai Phong,4,Production Worker,"Relative of owner, but not living in the same HH",Male,1977,Yes,No,2002,Yes,,Yes,Married,High school,,,Secondary school,Services,Secondary school,Services,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4800,Month,3000,,,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,65,9,2004,2012
1087,2,3,Hai Phong,3,Production Worker,Other,Male,1977,Yes,Yes,2005,Yes,,Yes,Married,High school,,,High school,Services,High school,Services,0,,0,,1,90,Yes after on-the-job training,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Combined,Cash,6,8,Month,3600,Month,2500,,,No,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2005,Yes,31,Secures that employer pays social benifits,No,No,,No,Most important,Third most important,,,,Second most important,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,90,12,2000,2009
1087,1,1,Hai Phong,1,Professional Worker,Member of Owners HH,Female,1981,Yes,Yes,2006,Yes,,Yes,Married,College,5246,2006, Professional secondary,Manufacturing and Construction,Vocational elementary,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4300,Month,2500,,,No,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,,,"Owner, who is a relative",None of the above,Yes,2007,Yes,34,Secures that employer pays social benifits,No,No,,No,Most important,Second most important,,,,Third most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,180,6,2000,2009
1087,3,9,Hai Phong,9,Production Worker,Other,Male,1986,Yes,Yes,2010,Yes,,Yes,Married,High school,,,High school,Manufacturing and Construction,High school,Services,0,,0,,1,90,Yes after on-the-job training,No,,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Closer to home,Combined,Cash,6,8,Month,2900,Month,2500,,,No,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Procedures too complicated,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2010,Yes,29,Secures that employer pays social benifits,No,No,,No,Most important,Third most important,,,,Second most important,,No,Yes,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,4,2008,
1106,1,9,Hai Phong,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1973,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,None,Agriculture,None,Agriculture,0,,0,,1,2,No,No,,Production Worker,Private firm,Manufacturing and Construction,16,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,3500,Month,3000,,,Yes,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,Third most important,,Second most important,,,No,Yes,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,140,5,2008,
1106,2,9,Hai Phong,9,Production Worker,Other,Male,1977,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,None,Agriculture,None,Agriculture,0,,0,,2,2,No,No,,Production Worker,Private firm,Manufacturing and Construction,14,Not sufficient,Closer to home,Time rate,Cash,6,8,Month,3500,Month,3000,,,Yes,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,,,Third most important,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,125,6,2007,
1113,1,1,Ha Noi,1,Production Worker,Member of Owners HH,Male,1981,Yes,No,1999,Yes,,Yes,Married,High school,,,None,Manufacturing and Construction,None,Manufacturing and Construction,0,,0,,1,90,Yes after on-the-job training,No,,Did not work,,,,,,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Third most important,Second most important,,,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,69,28,1985,
1246,1,1,HCMC,1,Manager,Other,Female,1975,Yes,No,2011,Yes,,Yes,Married,Technical level without certificate,,,High school,Services, Professional secondary,Services,0,,0,,1,15,No,No,,Sales Worker,Private firm,Manufacturing and Construction,3,Sufficient,Other,Time rate,Cash,6,8,Month,4000,Month,3500,,,Yes,Higher,Yes,Yes,500,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Low quality of services,No,,,"Owner, who is a relative",Interview,,,,,,,,,Yes,Most important,,,,,Second most important,Third most important,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,15,,
1246,2,9,HCMC,9,Production Worker,Other,Female,1986,Yes,No,2011,Yes,,Yes,Not married,High school,,,High school,Services,Vocational elementary,Services,0,,0,,1,15,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,Month,1800,,,Yes,Higher,Yes,Yes,200,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Low quality of services,No,,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Most important,,,,,Second most important,Third most important,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,25,1980,1998
1246,3,9,HCMC,9,Production Worker,Other,Female,1984,Yes,No,2011,Yes,,Yes,Not married,High school,,,High school,Services,Secondary school,Services,0,,0,,1,15,No,No,,Production Worker,Other,Services,6,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,Month,1800,,,Yes,Higher,Yes,Yes,200,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Low quality of services,No,,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Most important,,,,,Second most important,Third most important,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,110,10,1982,2008
1249,1,9,HCMC,9,Production Worker,Other,Male,1983,Yes,No,2009,Yes,,Yes,Married,Secondary school,,,None,Agriculture,None,Agriculture,1,7,0,,0,,No,Yes,No,Production Worker,Private firm,Manufacturing and Construction,6,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2900,Month,1950,,,No,Same,No,Yes,2000,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Too expensive,No,No,,Relative working in firm,None of the above,No,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,38,1975,2010
1280,2,1,HCMC,1,Production Worker,"Relative of owner, but not living in the same HH",Male,1969,Yes,No,1998,Yes,,No,Married,Primary school,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,5,8,Week,800,Week,500,,,Yes,Higher,Yes,Yes,3000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,No,"Owner, who is a relative",None of the above,No,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,44,1965,2010
1280,1,3,HCMC,3,Manager,Member of Owners HH,Male,1958,Yes,Yes,1998,Yes,,No,Married,Technical level without certificate,,,High school,Manufacturing and Construction,High school,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Production Worker,Other,Manufacturing and Construction,4,More than sufficient,Other,NA,9,5,8,,,,,,,,9,,,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Other,Yes,,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),No,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,60,13,2000,2000
1280,3,2,HCMC,2,Production Worker,"Relative of owner, but not living in the same HH",Male,1973,Yes,No,1998,Yes,,Yes,Married,Primary school,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Closer to home,Piece rate,Cash,5,8,Week,800,Week,500,,,Yes,Higher,Yes,Yes,3000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,No,"Owner, who is a relative",None of the above,No,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,42,19,1994,2008
1284,1,9,HCMC,9,Office Worker,Other,Female,1959,Yes,No,1985,Yes,,No,Married,Vocational elementary,2234,1979,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Office Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2200,Month,2200,Month,2200,Yes,Same,Yes,Yes,2000,No,Yes,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,Interview,Yes,2011,Yes,65,More job security,No,No,,Yes,Third most important,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,65,50,1936,2001
1299,1,9,HCMC,9,Office Worker,Other,Female,1980,Yes,Yes,2012,No,Rural,No,Married,College,5134,2001,Primary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,Yes,Yes,Office Worker,Private firm,Services,3,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,3500,Month,3200,Month,3600,No,Higher,Yes,Yes,1000,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Other,No,,,Job advertisement,Interview,Yes,2012,Yes,30,More safety at workplace,No,No,,No,Most important,,Second most important,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,30,1,2001,
1299,3,9,HCMC,9,Service Worker,Other,Female,1952,Yes,Yes,2008,Yes,,Yes,Married,High school,,,Primary school,Services,Primary school,Services,0,,0,,0,,No,Yes,Yes,Production Worker,SOE,Manufacturing and Construction,7,Sufficient,Better for health,Time rate,Cash,7,8,Month,3200,Month,2500,Month,3800,Yes,Higher,Yes,Yes,1000,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,I prefer to save up myself,No,No,,Job advertisement,On-the-job test (carried out by experienced worker),Yes,2008,Yes,30,More job security,No,No,,No,Most important,,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,,,
1299,2,9,HCMC,9,Production Worker,Other,Female,1965,Yes,Yes,2008,Yes,,Yes,Married,High school,,,Secondary school,Agriculture,Secondary school,Agriculture,3,1,3,10,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better for health,Time rate,Cash,6,8,Month,3000,Month,2500,Month,3500,Yes,Higher,Yes,Yes,1000,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Low quality of services,Yes,Yes,No,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2008,Yes,30,More job security,No,No,,No,Most important,,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,50,10,2000,
